id,user_id,query,date,time
489,1,футболка,2021-06-11,18:32:11
490,1,футболка,2021-06-11,17:32:11
491,1,футболка,2021-05-11,21:32:11
492,1,футболка,2021-05-11,19:32:11
493,1,футболка,2021-05-11,14:32:11
494,1,футболка,2021-06-11,15:32:11
495,1,футболка,2021-05-11,16:32:11
496,1,футболка,2021-05-11,12:32:11
497,1,футболка,2021-06-11,18:32:11
498,1,футболка,2021-06-11,17:32:11
499,1,футболка,2021-05-11,21:32:11
500,1,футболка,2021-05-11,19:32:11
501,1,футболка,2021-05-11,14:32:11
502,1,футболка,2021-06-11,15:32:11
503,1,футболка,2021-05-11,16:32:11
504,1,футболка,2021-05-11,12:32:11
505,1,футболка,2021-06-11,18:32:11
506,1,футболка,2021-06-11,17:32:11
507,1,футболка,2021-05-11,21:32:11
508,1,футболка,2021-05-11,19:32:11
509,1,футболка,2021-05-11,14:32:11
510,1,футболка,2021-06-11,15:32:11
511,1,футболка,2021-05-11,16:32:11
512,1,футболка,2021-05-11,12:32:11
513,1,футболка,2021-06-11,18:32:11
514,1,футболка,2021-06-11,17:32:11
515,1,футболка,2021-05-11,21:32:11
516,1,футболка,2021-05-11,19:32:11
517,1,футболка,2021-05-11,14:32:11
518,1,футболка,2021-06-11,15:32:11
519,1,футболка,2021-05-11,16:32:11
520,1,футболка,2021-05-11,12:32:11
521,1,футболка,2021-06-11,18:32:11
522,1,футболка,2021-06-11,17:32:11
523,1,футболка,2021-05-11,21:32:11
524,1,футболка,2021-05-11,19:32:11
525,1,футболка,2021-07-11,14:32:11
526,1,футболка,2021-08-11,15:32:11
527,1,футболка,2021-08-11,16:32:11
528,1,футболка,2021-07-11,12:32:11
529,1,футболка,2021-08-11,18:32:11
530,1,футболка,2021-07-11,17:32:11
531,1,футболка,2021-07-11,21:32:11
532,1,футболка,2021-08-11,19:32:11
533,1,футболка,2021-07-11,14:32:11
534,1,футболка,2021-08-11,15:32:11
535,1,футболка,2021-08-11,16:32:11
536,1,футболка,2021-07-11,12:32:11
537,1,футболка,2021-08-11,18:32:11
538,1,футболка,2021-07-11,17:32:11
539,1,футболка,2021-07-11,21:32:11
540,1,футболка,2021-08-11,19:32:11
541,1,футболка,2021-07-11,14:32:11
542,1,футболка,2021-08-11,15:32:11
543,1,футболка,2021-08-11,16:32:11
544,1,футболка,2021-07-11,12:32:11
545,1,футболка,2021-08-11,18:32:11
546,1,футболка,2021-07-11,17:32:11
547,1,футболка,2021-07-11,21:32:11
548,1,футболка,2021-08-11,19:32:11
549,1,футболка,2021-07-11,14:32:11
550,1,футболка,2021-08-11,15:32:11
551,1,футболка,2021-08-11,16:32:11
552,1,футболка,2021-07-11,12:32:11
553,1,футболка,2021-08-11,18:32:11
554,1,футболка,2021-07-11,17:32:11
555,1,футболка,2021-07-11,21:32:11
556,1,футболка,2021-08-11,19:32:11
557,1,футболка,2021-07-11,14:32:11
558,1,футболка,2021-08-11,15:32:11
559,1,футболка,2021-08-11,16:32:11
560,1,футболка,2021-07-11,12:32:11
561,1,футболка,2021-08-11,18:32:11
562,1,футболка,2021-07-11,17:32:11
563,1,футболка,2021-07-11,21:32:11
564,1,футболка,2021-08-11,19:32:11
565,1,футболка,2021-07-11,14:32:11
566,1,футболка,2021-08-11,15:32:11
567,1,футболка,2021-08-11,16:32:11
568,1,футболка,2021-07-11,12:32:11
569,1,футболка,2021-08-11,18:32:11
570,1,футболка,2021-07-11,17:32:11
571,1,футболка,2021-07-11,21:32:11
572,1,футболка,2021-08-11,19:32:11
573,1,футболка,2021-09-11,14:32:11
574,1,футболка,2021-10-11,15:32:11
575,1,футболка,2021-10-11,16:32:11
576,1,футболка,2021-09-11,12:32:11
577,1,футболка,2021-09-11,18:32:11
578,1,футболка,2021-10-11,17:32:11
579,1,футболка,2021-09-11,21:32:11
580,1,футболка,2021-09-11,19:32:11
581,1,футболка,2021-09-11,14:32:11
582,1,футболка,2021-10-11,15:32:11
583,1,футболка,2021-10-11,16:32:11
584,1,футболка,2021-09-11,12:32:11
585,1,футболка,2021-09-11,18:32:11
586,1,футболка,2021-10-11,17:32:11
587,1,футболка,2021-09-11,21:32:11
588,1,футболка,2021-09-11,19:32:11
589,1,футболка,2021-09-11,14:32:11
590,1,футболка,2021-10-11,15:32:11
591,1,футболка,2021-10-11,16:32:11
592,1,футболка,2021-09-11,12:32:11
593,1,футболка,2021-09-11,18:32:11
594,1,футболка,2021-10-11,17:32:11
595,1,футболка,2021-09-11,21:32:11
596,1,футболка,2021-09-11,19:32:11
597,1,футболка,2021-11-11,14:32:11
598,1,футболка,2021-10-11,15:32:11
599,1,футболка,2021-10-11,16:32:11
600,1,футболка,2021-11-11,12:32:11
601,1,футболка,2021-11-11,18:32:11
602,1,футболка,2021-10-11,17:32:11
603,1,футболка,2021-11-11,21:32:11
604,1,футболка,2021-11-11,19:32:11
605,1,футболка,2021-11-11,14:32:11
606,1,футболка,2021-10-11,15:32:11
607,1,футболка,2021-10-11,16:32:11
608,1,футболка,2021-11-11,12:32:11
609,1,футболка,2021-11-11,18:32:11
610,1,футболка,2021-10-11,17:32:11
611,1,футболка,2021-11-11,21:32:11
612,1,футболка,2021-11-11,19:32:11
613,1,футболка,2021-12-11,14:32:11
614,1,футболка,2021-12-11,15:32:11
615,1,футболка,2021-12-11,16:32:11
616,1,футболка,2021-11-11,12:32:11
617,1,футболка,2021-12-11,18:32:11
618,1,футболка,2021-12-11,17:32:11
619,1,футболка,2021-11-11,21:32:11
620,1,футболка,2021-11-11,19:32:11
621,1,компьютер,2022-06-03,18:48:19.931265
622,1,кожаный куртка,2022-06-03,18:48:27.773299
623,1,футбол,2022-06-03,18:48:35.358929
624,1,косметика,2022-06-03,18:48:47.288578
625,1,штор,2022-06-03,18:49:22.602534
626,1,игра,2022-06-03,18:49:37.929205
627,1,игрушк,2022-06-03,18:49:52.567604
628,1,одежда,2022-06-03,18:50:00.069031
629,1,толстов,2022-06-03,18:50:28.816891
630,1,толстовк,2022-06-03,18:50:40.780265
631,1,ipho,2022-06-03,18:52:16.055262
632,1,iphon,2022-06-03,18:52:19.04285
633,1,id,2022-06-03,23:24:09.445118
634,1,example,2022-06-03,23:25:38.37559
